SDLP,PC,TPM,ERR,FLAG
0.12996612145495778,0.17400346878086653,9.299604490637737,11.702411011213819,1
0.12849491055280973,0.2874952309701495,9.853997462659809,11.150450081151995,1
0.16449029517936214,0.15865801521264322,10.288626635330672,10.713811123047995,1
0.17179674656188262,0.1628442675067185,12.039477351550016,8.96364872755365,1
0.19959089314018563,0.1650338722116531,7.794134033862419,13.208405226188077,1
0.20223468888154214,0.12753597670200695,6.309335498154685,14.6926099723813,1
0.13001205824762163,0.25908093643975283,16.03515072367298,4.973304173641625,1
0.22990692858835804,0.21480328639793994,6.229310063430883,14.774040708280333,1
0.21234784181088484,0.34093904287502375,17.580882059087266,3.44262959534563,2
0.35881521069573963,0.15402610118694426,8.656649675594739,12.349525076952107,2
0.21761270919126854,0.18191226415112968,10.283669060527531,10.720083776134636,1
0.20939808292802992,0.18025618035962163,13.878664702105395,7.126693221454914,1
0.16809938064142124,0.2,12.251952778067029,8.751947646035207,1
0.2063551315452338,0.0254038229549845,15.487924325413662,5.515995471073396,1
0.32691823043197454,0.1729835759802847,11.8955786430106,9.111931029839527,2
0.3117043965108557,0.08523823588972922,19.20971440084523,1.8192162362409663,2
0.14020650411755803,0.02387973215880118,9.109274353077666,11.891576199805533,1
0.3254518036239235,0.0961997075918595,13.56364229107469,7.444097610544593,2
0.25359663558997425,0.1890566628921193,6.771751405460738,14.23176418239759,1
0.2834221179542459,0.21181724759059786,14.269956106133485,6.739338651284152,1
0.09914591763775189,0.20134712807322322,13.93130677349395,7.0722552633102875,1
0.2592297758173611,0.250165533564606,5.263195241555683,15.74092776415195,1
0.35630166336728014,0.26503760480462984,9.505763786001893,11.502811045586396,2
0.08458924472957483,0.49096387455264834,18.787226207102677,2.2681641750483745,2
0.11590887604652256,0.29922726169272074,14.054322473810151,6.953086229833859,1
0.21745761882663855,0.21549354856202485,7.11560144127823,13.887773350069217,1
0.40889662420024864,0.10991135280681724,19.853590178842417,1.222101645856328,2
0.27036635170108336,0.15778132256574728,23.1521353185989,2.174782595903219,1
0.0875790375427717,0.322903576140981,19.313322872424713,1.719539630246181,2
0.09211260090443338,0.24586372423452935,10.931207245923655,10.072215308792806,1
0.3416438952288253,0.2601920280388213,11.31687981185005,9.692638289999229,2
0.12597468377931603,0.23280287514992873,19.25025935069607,1.7696494397077385,1
0.2227224613213403,0.19723391624461095,17.086762768033395,3.9245295445624913,1
0.3414394330898386,0.24328444688805106,5.5681564268360955,15.437537506842418,3
0.25947749916840784,0.1658260624068722,15.135242472675111,5.872836427984522,1
0.2090351195357315,0.3737124320856224,7.920415787919297,13.086591604539565,3
0.19779963572462955,0.33388539473123197,14.912728392305164,6.0996294787925684,2
0.30032133801629046,0.24325530773964615,12.191298231518275,8.817176015985192,2
0.24450310765691022,0.2613781005318478,6.167650750677194,14.836666894386298,1
0.1472001843556048,0.08395744535268196,11.031916469491517,9.969523861152997,1
0.24632681154229352,0.183276899316859,8.287578018359039,12.716129126397549,1
0.0499232073686163,0.23707953160043377,16.046642778248856,4.959278858585396,1
0.2351919559703332,0.134013293386255,9.361419950142473,11.641727552038788,1
0.12027128218830538,0.21522556923053834,14.845027140747915,6.159908938052544,1
0.1601564045278275,0.19167401742615556,12.488830560329282,8.514833776043565,1
